model,feature,importance_mean,importance_std
random_survival_forest,chloride_slope_24h_missing,0.0001621594651232683,1.2473805009516337e-05
random_survival_forest,creatinine_last_24h_missing,0.00014968566011380746,0.0005238998103981873
random_survival_forest,heart_rate_max_24h,0.00013721185510434664,0.0003866879552938962
random_survival_forest,pco2_slope_24h,0.00013721185510434664,0.00031184512523702024
random_survival_forest,potassium_min_24h_missing,0.00013721185510434664,3.742141502843799e-05
random_survival_forest,mbp_max_24h,0.0001247380500948303,0.0001247380500948303
random_survival_forest,hemoglobin_count_24h,0.0001247380500948303,0.0007983235206067141
random_survival_forest,dbp_last_24h_missing,0.0001247380500948303,4.9895220037954324e-05
random_survival_forest,platelet_first_24h_missing,0.0001247380500948303,2.494761001892165e-05
random_survival_forest,lactate_count_24h_missing,0.0001247380500948303,0.00014968566011375195
random_survival_forest,admission_type_OBSERVATION ADMIT,0.0001247380500948303,2.494761001892165e-05
random_survival_forest,insurance_UNKNOWN,0.0001247380500948303,0.0001247380500948303
random_survival_forest,sbp_last_24h_missing,0.00011226424508536947,1.2473805009460825e-05
random_survival_forest,pco2_mean_24h_missing,0.00011226424508536947,0.00023700229518008875
random_survival_forest,lactate_std_24h,0.00011226424508531396,3.742141502843799e-05
random_survival_forest,temperature_mean_24h_missing,0.00011226424508531396,3.742141502843799e-05
random_survival_forest,sbp_min_24h_missing,9.979044007585314e-05,2.4947610018977162e-05
random_survival_forest,sbp_slope_24h_missing,9.979044007585314e-05,4.989522003789881e-05
random_survival_forest,potassium_slope_24h_missing,9.979044007585314e-05,9.979044007585314e-05
random_survival_forest,bun_count_24h,8.731663506644782e-05,0.0002868975152180431
random_survival_forest,mbp_min_24h_missing,8.731663506639231e-05,1.2473805009516337e-05
random_survival_forest,mbp_slope_24h_missing,8.731663506639231e-05,3.742141502843799e-05
random_survival_forest,first_careunit_Trauma SICU (TSICU),8.731663506639231e-05,3.742141502843799e-05
random_survival_forest,resp_rate_slope_24h,7.484283005693149e-05,0.0007484283005688153
random_survival_forest,hemoglobin_slope_24h_missing,7.484283005693149e-05,0.0001247380500947748
random_survival_forest,resp_rate_std_24h_missing,7.484283005687598e-05,0.0
random_survival_forest,platelet_std_24h_missing,7.484283005687598e-05,0.00014968566011375195
random_survival_forest,platelet_count_24h_missing,7.484283005687598e-05,7.484283005687598e-05
random_survival_forest,chloride_std_24h_missing,6.236902504747066e-05,3.742141502843799e-05
random_survival_forest,heart_rate_count_24h,6.236902504741515e-05,6.236902504741515e-05
random_survival_forest,heart_rate_max_24h_missing,6.236902504741515e-05,1.2473805009460825e-05
random_survival_forest,bun_max_24h_missing,6.236902504741515e-05,0.000511426005388671
random_survival_forest,heart_rate_mean_24h,4.9895220037954324e-05,0.0001746332701326736
random_survival_forest,dbp_count_24h,4.9895220037954324e-05,7.484283005687598e-05
random_survival_forest,wbc_std_24h,4.9895220037954324e-05,0.00027442371020858225
random_survival_forest,platelet_count_24h,4.9895220037954324e-05,0.0011475900608721723
random_survival_forest,resp_rate_last_24h_missing,4.9895220037954324e-05,9.979044007579763e-05
random_survival_forest,dbp_mean_24h_missing,4.9895220037954324e-05,4.9895220037954324e-05
random_survival_forest,glucose_max_24h,3.74214150284935e-05,8.73166350663368e-05
random_survival_forest,heart_rate_min_24h_missing,3.74214150284935e-05,6.236902504741515e-05
random_survival_forest,mbp_max_24h_missing,3.74214150284935e-05,1.2473805009460825e-05
random_survival_forest,bicarbonate_std_24h_missing,3.742141502843799e-05,0.00018710707514218994
random_survival_forest,spo2_max_24h_missing,2.4947610019032673e-05,0.0
random_survival_forest,sodium_first_24h_missing,2.4947610019032673e-05,0.0
